effect,component,group,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,NA,(Intercept),0.029064125518228484,0.008509084066638663,-12.085456043030398,1.260687128470155e-33,0.016373878718147026,0.051589693968060256
fixed,cond,NA,year2020,2.2352590104764567,0.35333556657858833,5.088495603553291,3.609151473072649e-7,1.6397412166964194,3.0470557140610173
fixed,cond,NA,year2021,3.34017610358613,0.555111888335147,7.256791043398399,3.963813125685315e-13,2.4116047797979445,4.626287232646216
fixed,cond,NA,year2022,2.878978373800374,0.5091362954235626,5.979408585196551,2.239491944869247e-9,2.0356666925190132,4.071647145021423
fixed,cond,NA,year2023,0.4634746393186166,0.24854837712436037,-1.4339810840901566,0.1515776609530714,0.1620132727222097,1.325871255374465
fixed,cond,NA,hour1,0.7656661487746155,0.1444971727904838,-1.4148358783373336,0.15711662192282405,0.528932144397282,1.1083551218982488
fixed,cond,NA,hour2,0.6567692837066891,0.12956685864145992,-2.1311049718777366,0.03308049521472072,0.44615786344690694,0.9668010526321877
fixed,cond,NA,hour3,0.27596523805556483,0.07105527540014453,-5.000330022970503,5.723226497813969e-7,0.16660490758705387,0.4571102599440016
fixed,cond,NA,hour4,0.1376112485070854,0.04610853207212371,-5.919240716304052,3.2343129345726695e-9,0.07135874592465263,0.2653753996135827
fixed,cond,NA,hour5,0.09085204886222815,0.03671633423558351,-5.934980361597251,2.938806739778292e-9,0.0411467819791888,0.2006012228766625
fixed,cond,NA,hour6,3.417673522271878,0.5367358619439966,7.8254213382703925,5.0595947689627234e-15,2.5121860718319935,4.649533104178207
fixed,cond,NA,hour7,6.496574825757959,0.9735999592208471,12.486523355394175,8.843433612460561e-36,4.843065409470592,8.71462202103226
fixed,cond,NA,hour8,7.8604514085771156,1.170338351939145,13.848153253690468,1.3052482355123775e-43,5.871006358003643,10.524038398011836
fixed,cond,NA,hour9,7.725877435898635,1.1540761722599087,13.687258545506344,1.2098852329085612e-42,5.764969636464216,10.353772165075334
fixed,cond,NA,hour10,12.191628617904797,1.7840440628269312,17.089381513068602,1.7805224935273995e-65,9.151713111802023,16.241309855444978
fixed,cond,NA,hour11,15.417392467372915,2.2369761655593763,18.853226948552404,2.7645278311449086e-79,11.601293496665424,20.48874899693973
fixed,cond,NA,hour12,13.56343509275271,1.9696947127604965,17.95455726377263,4.4209284849088884e-72,10.203693630363533,18.029429163560785
fixed,cond,NA,hour13,11.67474428248138,1.7071938459930964,16.805263442202087,2.2331823544746808e-63,8.765495427205984,15.54956650120316
fixed,cond,NA,hour14,10.000165097666953,1.4757060034821696,15.603647424393836,6.875138015519238e-55,7.488535985370942,13.354185941812318
fixed,cond,NA,hour15,10.112038304907822,1.48549733761124,15.749938873251386,6.874773408338525e-56,7.5821770963193105,13.48601033462551
fixed,cond,NA,hour16,10.928790374351248,1.6003953084846794,16.330412868770296,5.997708891948034e-60,8.202069533632335,14.561990550891915
fixed,cond,NA,hour17,11.860405807559575,1.7253072012450894,17.001738677446145,7.971996568714889e-65,8.918198376210695,15.773278411840243
fixed,cond,NA,hour18,12.87676621186147,1.8738952846465895,17.560002234881473,4.98732631028946e-69,9.681339491818218,17.12687673178547
fixed,cond,NA,hour19,2.3671034568465386,0.3762551869878628,5.420935295637025,5.928801824228357e-8,1.7334738026501357,3.232341190763131
fixed,cond,NA,hour20,1.2891524287808132,0.2215501580981304,1.4778835834723796,0.13943894110881666,0.9204901310930089,1.8054663798058093
fixed,cond,NA,hour21,1.286110556793729,0.21919027650746212,1.4764088835680083,0.13983415932178847,0.9208927355526705,1.7961704989491367
fixed,cond,NA,hour22,1.5191396414951324,0.25430839802714705,2.497830814664649,0.012495581422302634,1.0942185691514945,2.1090715469684613
fixed,cond,NA,hour23,0.8048757774646684,0.15117966194150498,-1.1556596402067298,0.24782040277528491,0.5569905616753261,1.1630807804010443
fixed,cond,NA,day2,1.2766897403003297,0.08890389133552971,3.507807684155387,4.518155428627368e-4,1.1138094063145574,1.4633892331555722
fixed,cond,NA,day3,0.9665799436021446,0.06938805981521683,-0.4735004721055816,0.6358561642454316,0.8397159662664813,1.1126104836708979
fixed,cond,NA,day4,0.9173103808788793,0.0670182750288004,-1.1813568635555356,0.23746098663157575,0.7949282197016524,1.0585337317424277
