effect,component,group,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,NA,week17,0.8371875844432605,0.06065813192118545,-2.452666913092416,0.014180157518094367,0.7263555691433674,0.9649310631328026
fixed,cond,NA,week18,0.9941059257774627,0.07271967351824764,-0.08081265570951059,0.9355909431898395,0.8613240290823307,1.1473575080899123
fixed,cond,NA,week19,0.9809162242372784,0.0720417526724384,-0.26235495774137335,0.7930477952117984,0.8494089701993827,1.13278370340975
fixed,cond,NA,week20,0.9848419862130826,0.07090128154128668,-0.21216183776509512,0.8319807780345932,0.8552368189418879,1.1340879114724292
fixed,cond,NA,week21,1.0217333397775266,0.0732630930222818,0.2998483320766691,0.7642928468495376,0.8877739655020798,1.175906320954726
fixed,cond,NA,week22,1.0443057361035109,0.07486082177457798,0.6047629672061795,0.5453365031382916,0.9074223510608094,1.2018377872043537
fixed,cond,NA,week23,1.137982283476393,0.08162900750756631,1.8019563863445158,0.07155226768094645,0.988729890303522,1.3097648712820886
fixed,cond,NA,week24,1.0756619048445368,0.07721091521392809,1.016108784043483,0.30957758655457795,0.9344942157512769,1.2381548371635243
fixed,cond,NA,week25,1.1213477572774375,0.0805436725597818,1.594531648358597,0.11081700804364548,0.974093374582887,1.2908626888973294
fixed,cond,NA,week26,1.2023099024377615,0.0864024103477797,2.5638073807136252,0.010353098269767496,1.0443497121711802,1.3841619188026915
fixed,cond,NA,week27,1.104569935962643,0.07947469084730234,1.3822787323365744,0.1668861335672003,0.9592870600489959,1.2718557293686434
fixed,cond,NA,week28,1.0192498993423336,0.07337277110105274,0.2648666638317269,0.79111217981103,0.885126223796817,1.1736974110348268
fixed,cond,NA,week29,1.0593256565277838,0.0762531673623185,0.800643731117009,0.4233379262785327,0.9199361138527437,1.2198356273658026
fixed,cond,NA,week30,1.120227259486406,0.08059961005712318,1.5779377222050024,0.11457991783093202,0.9728877806623383,1.2898806397199132
fixed,cond,NA,week31,1.114097408726836,0.08004703463817607,1.503768192462409,0.13264106377616391,0.9677540410651643,1.282570760196157
fixed,cond,NA,week32,1.09515985402429,0.07860328860285574,1.26649155131458,0.20533715232098704,0.9514455323904216,1.2605819934360107
fixed,cond,NA,week33,1.1490952130746281,0.0823196892004865,1.9399410955324474,0.05238684896979073,0.9985666145068226,1.3223151961305668
fixed,cond,NA,week34,1.187219741238189,0.08493821642640378,2.398729340509299,0.016452070345426388,1.0318888343586423,1.3659327119880351
fixed,cond,NA,week35,1.2129031513912614,0.086526385722649,2.705656364891066,0.006816954655624583,1.054636742683468,1.3949201607670425
fixed,cond,NA,week36,1.1612210636644786,0.08245496726978649,2.105029546062522,0.03528873623765665,1.0103539229331568,1.3346158490516131
fixed,cond,NA,week37,1.1266314629398815,0.07944893752326355,1.6907805603467718,0.09087872130628355,0.9811964848654443,1.2936231151094288
fixed,cond,NA,week38,1.1438345862274375,0.08000843960777758,1.921243399088045,0.0547010291510791,0.9972952539180426,1.311905933082495
fixed,cond,NA,week39,1.1347165403341803,0.07869537345815437,1.8223274506733544,0.06840531542030218,0.9904999820214239,1.2999309947288038
fixed,cond,NA,week40,1.1016636867077154,0.07564807798027585,1.410012139118032,0.15853609853500655,0.9629405415179181,1.2603715663454094
fixed,cond,NA,week41,1.0658560638727548,0.07232493108454284,0.939903825381175,0.34726689496511326,0.9331238011163746,1.217468836970154
fixed,cond,NA,week42,1.0620092774602157,0.07101546409817874,0.8997096959417693,0.3682747621311156,0.9315568037969792,1.2107299316740032
fixed,cond,NA,week43,1.042180176442254,0.06860104970972335,0.6276508881588456,0.5302326645700906,0.9160366346095657,1.1856944134468415
fixed,cond,NA,week44,1.0552545667662474,0.06827201393010716,0.8312884448341962,0.405810700746194,0.9295802440820967,1.197919391865513
fixed,cond,NA,week45,1.0361562925831562,0.0656653831253985,0.5604504421950713,0.5751722336285203,0.9151266660324628,1.173192632790777
fixed,cond,NA,week46,1.0633476722087476,0.06575060136753398,0.9933454506542087,0.3205416352329507,0.941981643123161,1.2003506440347116
fixed,cond,NA,week47,1.049521086893179,0.06292624941163229,0.8061421542023807,0.42016088791713424,0.933158864012201,1.180393343848725
fixed,cond,NA,week48,1.1251620741035178,0.06412365140329251,2.0692379109303594,0.038523766805675444,1.0062470173573266,1.2581301322271317
fixed,cond,NA,week49,1.1717981762289607,0.06296323946761037,2.9505512330642993,0.003172074314854089,1.0546683803414276,1.301936221287872
fixed,cond,NA,week50,1.1962299290615053,0.0589174508165714,3.6378756636153478,2.7489606788533825e-4,1.0861523922977405,1.3174634179604436
fixed,cond,NA,week51,1.1360035708114817,0.05018479502552431,2.886514888205954,0.0038953431710506588,1.04178114189542,1.2387478146787048
fixed,cond,NA,week52,1.054039813379389,0.03826217707240557,1.4498482492286084,0.14710084126723333,0.981652936170295,1.1317644834061018
fixed,cond,NA,week53,1.0969822154730413,0.05302388341464184,1.914984804578496,0.055494441510518994,0.9978282418507192,1.2059890977150485
fixed,cond,NA,hour1:day2,1.0177934288310295,0.053514122702386556,0.3354404468657255,0.7372928613151379,0.9181310670413958,1.1282740568944478
fixed,cond,NA,hour2:day2,1.016188594158109,0.05579289818548025,0.2924911333751328,0.7699111381782089,0.9125147219095726,1.131641204358964
fixed,cond,NA,hour3:day2,1.0390505178640985,0.0584568214909774,0.680900068034465,0.4959347250418801,0.9305681753090574,1.16017934775718
fixed,cond,NA,hour4:day2,1.1569624129088,0.06350797451886477,2.656087869841209,0.007905301284860245,1.038951081326599,1.288378297055711
fixed,cond,NA,hour5:day2,1.1030056710043163,0.05626375312825008,1.9219734993768003,0.05460909237744878,0.9980640013192715,1.2189814567598016
fixed,cond,NA,hour6:day2,1.1178560807297364,0.05370068617323414,2.3192123391088493,0.020383525748832995,1.0174077095071985,1.2282216908202088
fixed,cond,NA,hour7:day2,1.0998960774159912,0.05285090297198383,1.9815626477621076,0.04752821119224478,1.0010383721068636,1.2085164912998336
fixed,cond,NA,hour8:day2,1.083824004490162,0.05204780547395756,1.6762088127584593,0.09369729860015441,0.9864658238381967,1.190790845787846
fixed,cond,NA,hour9:day2,1.1150382113587158,0.053428035467421704,2.2724966752555353,0.023056528581423985,1.0150879697455026,1.2248300145865783
fixed,cond,NA,hour10:day2,1.0818223294696234,0.05131395918032602,1.6580681009925384,0.09730372155213504,0.9857822464728155,1.187219141678219
