effect,component,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,cond,hour3:day5,1.0300461255311633,0.03850308626755042,0.7919639500143092,0.4283816967170516,0.9572795702112741,1.1083439506471413
fixed,cond,hour4:day5,0.97578354081301,0.03655045743185804,-0.6544608859504724,0.5128149189328218,0.906712424562766,1.0501163243469631
fixed,cond,hour5:day5,1.0465625708181694,0.03793192060185251,1.2556749693827594,0.2092338379422067,0.9747965879264885,1.1236120727169947
fixed,cond,hour6:day5,1.1365959785212374,0.04030540673782724,3.610613901851926,3.054731139941305e-4,1.0602816011536642,1.2184031270419302
fixed,cond,hour7:day5,1.1466997560892513,0.044718526265684906,3.5101666903734206,4.478258611933964e-4,1.0623189089193152,1.2377830419612899
fixed,cond,hour8:day5,1.2083568861153327,0.0446114168549867,5.1263878742158795,2.9535381791621953e-7,1.124008638275325,1.2990348245568253
fixed,cond,hour9:day5,1.157538530025529,0.0419126534540568,4.040379313561814,5.336482102244244e-5,1.0782383736978118,1.2426708983640593
fixed,cond,hour10:day5,1.0838104989402693,0.03903737572688655,2.2344841576513543,0.02545123379099702,1.0099368883894568,1.1630877247056086
fixed,cond,hour11:day5,1.0929028154652773,0.03905992539520429,2.485681250050278,0.012930372326455912,1.0189665551401594,1.1722038942560136
fixed,cond,hour12:day5,1.0514917539994686,0.03758403874776653,1.4047257888833018,0.1601028340422482,0.9803494597705796,1.127796723616922
fixed,cond,hour13:day5,1.0954963731453515,0.03902278328457634,2.5604929487622,0.010452378453544856,1.0216219392394807,1.1747127361693217
fixed,cond,hour14:day5,1.0753358624516143,0.03884025050612878,2.01092719248578,0.04433314763830278,1.0018424445442715,1.154220629572715
fixed,cond,hour15:day5,1.0794316319474817,0.03883546776666426,2.1245003216129192,0.03362832918800795,1.0059371947135456,1.158295621408653
fixed,cond,hour16:day5,1.0434506223998348,0.03746871244106471,1.1844874072067142,0.23622017823346042,0.9725379557177674,1.119533890667576
fixed,cond,hour17:day5,1.0396430193339161,0.037375688390791265,1.081414764280667,0.27951265701461614,0.968909288053309,1.1155405577970607
